year,state,statefip,stateAbbrev,realIncWage,gini,pctTechnicalWorker,pctFemaleWorker,unemployementRate,realIncWageRat90_10,realIncWageRat_cg_hs,laborSupply_hl,fmWageRat
2002,Montana,30,MT,40634,.329,.035,.442,.063,4.288,1.585,.8150000000000001,.6800000000000001
2003,Montana,30,MT,41522,.332,.036,.431,.057,4.267,1.616,.8320000000000001,.6990000000000001
2004,Montana,30,MT,43476,.332,.035,.442,.059,4.248,1.639,.846,.639
2005,Montana,30,MT,38353,.332,.035,.47,.054,4.217000000000001,1.642,.871,.706
2006,Montana,30,MT,42084,.335,.034,.45,.047,4.174,1.645,.887,.61
2007,Montana,30,MT,40598,.337,.035,.451,.025,4.147,1.666,.919,.753
2008,Montana,30,MT,45506,.339,.036,.434,.049,4.134,1.688,.9550000000000001,.781
2009,Montana,30,MT,49052,.342,.036,.44,.076,4.172,1.712,.993,.732
2010,Montana,30,MT,48335,.345,.036,.465,.094,4.237,1.736,1.019,.8190000000000001
2011,Montana,30,MT,45989,.347,.036,.483,.083,4.302000000000001,1.744,1.042,.793
2012,Montana,30,MT,43609,.352,.036,.463,.074,4.37,1.754,1.035,.71
2013,Montana,30,MT,47806,.355,.036,.435,.055,4.42,1.753,1.035,.711
2014,Montana,30,MT,48784,.358,.037,.474,.054,4.453,1.752,1.029,.6920000000000001
1980,Nebraska,31,NE,35144,.295,.035,.353,.041,4,1.52,.45,.577
1981,Nebraska,31,NE,35936,.297,.033,.364,.054,4.006,1.491,.457,.5680000000000001
1982,Nebraska,31,NE,35631,.299,.033,.383,.068,3.977,1.487,.461,.581
1983,Nebraska,31,NE,35432,.302,.031,.385,.062,3.941,1.471,.469,.623
1984,Nebraska,31,NE,36808,.305,.029,.403,.033,3.941,1.458,.476,.543
1985,Nebraska,31,NE,38132,.308,.028,.396,.061,3.941,1.463,.479,.5730000000000001
1986,Nebraska,31,NE,37754,.309,.029,.386,.057,3.936,1.483,.487,.649
1987,Nebraska,31,NE,37664,.309,.029,.419,.059,3.965,1.49,.498,.654
1988,Nebraska,31,NE,37245,.308,.029,.412,.043,4.032,1.497,.514,.6840000000000001
1989,Nebraska,31,NE,35638,.308,.029,.445,.048,4.065,1.519,.538,.6900000000000001
1990,Nebraska,31,NE,35134,.308,.029,.467,.031,4.097,1.54,.5610000000000001,.664
1991,Nebraska,31,NE,36745,.309,.029,.44,.024,4.129,1.56,.591,.643
1992,Nebraska,31,NE,36032,.31,.028,.46,.023,4.175,1.592,.629,.669
1993,Nebraska,31,NE,36130,.313,.028,.436,.036,4.213,1.624,.665,.649
1994,Nebraska,31,NE,37577,.316,.028,.463,.036,4.264,1.638,.6970000000000001,.656
1995,Nebraska,31,NE,37573,.322,.03,.48,.022,4.315,1.656,.726,.648
1996,Nebraska,31,NE,40709,.325,.032,.447,.03,4.366,1.664,.745,.634
1997,Nebraska,31,NE,38872,.328,.034,.43,.037,4.404,1.661,.756,.72
1998,Nebraska,31,NE,40750,.328,.037,.458,.03,4.417,1.672,.771,.652
1999,Nebraska,31,NE,44035,.33,.039,.424,.024,4.426,1.686,.79,.762
2000,Nebraska,31,NE,42407,.329,.042,.424,.029,4.436,1.692,.8120000000000001,.707
2001,Nebraska,31,NE,47953,.334,.045,.443,.035,4.446,1.722,.837,.616
2002,Nebraska,31,NE,45433,.336,.047,.447,.046,4.456,1.736,.853,.6760000000000001
2003,Nebraska,31,NE,47217,.338,.049,.453,.047,4.466,1.726,.866,.6980000000000001
2004,Nebraska,31,NE,49241,.342,.05,.438,.042,4.456,1.737,.876,.7010000000000001
2005,Nebraska,31,NE,48837,.346,.051,.443,.051,4.445,1.748,.881,.638
2006,Nebraska,31,NE,45958,.344,.052,.419,.036,4.434,1.743,.893,.709
2007,Nebraska,31,NE,46858,.347,.053,.447,.033,4.413,1.755,.908,.724
2008,Nebraska,31,NE,48573,.35,.053,.456,.033,4.402,1.779,.9310000000000001,.6910000000000001
2009,Nebraska,31,NE,50243,.349,.054,.46,.047,4.405,1.79,.9530000000000001,.7010000000000001
2010,Nebraska,31,NE,49863,.348,.054,.471,.056,4.403000000000001,1.792,.975,.738
2011,Nebraska,31,NE,49713,.348,.054,.464,.047,4.406,1.794,.989,.715
2012,Nebraska,31,NE,49497,.347,.054,.45,.037,4.413,1.794,1.019,.799
2013,Nebraska,31,NE,47276,.346,.055,.442,.036,4.414,1.797,1.025,.8160000000000001
2014,Nebraska,31,NE,49583,.347,.055,.442,.038,4.409,1.785,1.032,.746
1980,Nevada,32,NV,37508,.305,.025,.357,.051,4.134,1.437,.409,.582
1981,Nevada,32,NV,37728,.301,.025,.375,.075,4.053,1.43,.416,.578
1982,Nevada,32,NV,39062,.299,.025,.374,.094,4.005,1.428,.432,.625
1983,Nevada,32,NV,39504,.294,.027,.375,.1,3.9,1.442,.455,.657
1984,Nevada,32,NV,39895,.291,.027,.419,.085,3.878,1.481,.47,.618
1985,Nevada,32,NV,39440,.291,.026,.421,.087,3.931,1.52,.481,.645
1986,Nevada,32,NV,39195,.295,.026,.443,.06,4.006,1.561,.483,.634
1987,Nevada,32,NV,41041,.298,.026,.44,.07,4.084000000000001,1.6,.473,.607
1988,Nevada,32,NV,37846,.302,.026,.463,.057,4.144,1.613,.462,.6980000000000001
1989,Nevada,32,NV,37751,.305,.025,.458,.047,4.162,1.621,.453,.725
1990,Nevada,32,NV,39549,.309,.026,.436,.047,4.194,1.629,.448,.6860000000000001
1991,Nevada,32,NV,40082,.309,.025,.4,.05,4.211,1.635,.471,.742
1992,Nevada,32,NV,39781,.31,.026,.418,.069,4.226,1.64,.494,.718
1993,Nevada,32,NV,40583,.311,.027,.408,.076,4.270000000000001,1.644,.518,.6900000000000001
1994,Nevada,32,NV,40179,.314,.026,.419,.06,4.297,1.644,.542,.715
1995,Nevada,32,NV,41674,.319,.024,.404,.054,4.309,1.644,.5540000000000001,.746
1996,Nevada,32,NV,42844,.325,.023,.404,.042,4.321,1.679,.545,.719
1997,Nevada,32,NV,41451,.331,.021,.438,.045,4.333,1.728,.537,.791
1998,Nevada,32,NV,44894,.337,.021,.449,.05,4.333,1.777,.528,.8140000000000001
1999,Nevada,32,NV,48989,.341,.022,.413,.053,4.333,1.825,.517,.671
2000,Nevada,32,NV,43837,.342,.024,.421,.038,4.333,1.874,.516,.754
2001,Nevada,32,NV,45607,.345,.027,.421,.065,4.373,1.869,.521,.727
2002,Nevada,32,NV,46006,.348,.029,.43,.056,4.44,1.85,.52,.782
2003,Nevada,32,NV,47522,.351,.03,.439,.064,4.507,1.856,.522,.779
2004,Nevada,32,NV,49066,.353,.03,.428,.048,4.573,1.862,.528,.733
2005,Nevada,32,NV,46948,.355,.03,.406,.042,4.573,1.838,.534,.792
2006,Nevada,32,NV,48253,.356,.029,.422,.039,4.533,1.863,.535,.752
2007,Nevada,32,NV,49161,.356,.028,.428,.046,4.467000000000001,1.865,.5610000000000001,.8010000000000001
2008,Nevada,32,NV,49652,.358,.028,.445,.054,4.46,1.842,.593,.742
2009,Nevada,32,NV,51947,.359,.029,.445,.097,4.456,1.82,.621,.75
2010,Nevada,32,NV,53345,.363,.031,.443,.147,4.545,1.837,.65,.669
2011,Nevada,32,NV,49529,.364,.033,.451,.134,4.635,1.824,.6870000000000001,.776
2012,Nevada,32,NV,49175,.37,.035,.478,.115,4.779,1.893,.704,.738
2013,Nevada,32,NV,49430,.371,.037,.453,.113,4.815,1.917,.709,.8040000000000001
2014,Nevada,32,NV,50722,.374,.038,.425,.086,4.872,1.952,.716,.777
1980,New Hampshire,33,NH,35072,.305,.067,.363,.041,4.054,1.499,.522,.5650000000000001
1981,New Hampshire,33,NH,35750,.307,.065,.375,.052,4.041,1.505,.521,.623
1982,New Hampshire,33,NH,37677,.308,.065,.376,.075,4.033,1.509,.521,.5660000000000001
1983,New Hampshire,33,NH,38207,.31,.062,.375,.065,4.022,1.515,.526,.5540000000000001
1984,New Hampshire,33,NH,37449,.313,.061,.417,.05,4.051,1.519,.526,.581
1985,New Hampshire,33,NH,38155,.31,.063,.424,.055,4.035,1.521,.526,.585
1986,New Hampshire,33,NH,39622,.308,.065,.399,.046,4.075,1.519,.532,.604
1987,New Hampshire,33,NH,43685,.305,.067,.42,.032,4.124,1.532,.5540000000000001,.5700000000000001
1988,New Hampshire,33,NH,42478,.302,.072,.407,.02,4.164,1.549,.5720000000000001,.66
1989,New Hampshire,33,NH,44609,.299,.076,.393,.026,4.17,1.578,.603,.646
1990,New Hampshire,33,NH,45285,.3,.079,.403,.057,4.221,1.616,.654,.645
1991,New Hampshire,33,NH,46844,.301,.081,.387,.077,4.227,1.667,.6990000000000001,.675
1992,New Hampshire,33,NH,43845,.303,.081,.453,.081,4.197,1.711,.73,.707
1993,New Hampshire,33,NH,46108,.307,.078,.436,.086,4.203,1.751,.765,.732
1994,New Hampshire,33,NH,46196,.31,.074,.412,.047,4.202,1.787,.785,.6790000000000001
1995,New Hampshire,33,NH,43805,.314,.069,.438,.065,4.211,1.8,.783,.6910000000000001
1996,New Hampshire,33,NH,45288,.321,.063,.406,.048,4.219,1.815,.784,.788
1997,New Hampshire,33,NH,45801,.328,.06,.42,.021,4.308,1.822,.79,.707
1998,New Hampshire,33,NH,51060,.338,.059,.422,.045,4.368,1.863,.8020000000000001,.591
1999,New Hampshire,33,NH,52544,.351,.064,.396,.035,4.481,1.897,.8290000000000001,.667
2000,New Hampshire,33,NH,52452,.363,.07,.434,.023,4.626,1.949,.862,.6950000000000001
2001,New Hampshire,33,NH,60149,.372,.078,.419,.037,4.729,1.986,.911,.606
2002,New Hampshire,33,NH,62098,.379,.087,.411,.05,4.778000000000001,2.007,.96,.65
2003,New Hampshire,33,NH,63598,.377,.094,.403,.044,4.827,1.974,1.009,.655
2004,New Hampshire,33,NH,63845,.371,.097,.42,.041,4.825,1.941,1.049,.669
2005,New Hampshire,33,NH,57987,.366,.098,.411,.046,4.775,1.904,1.085,.659
2006,New Hampshire,33,NH,60320,.36,.098,.419,.037,4.739,1.867,1.104,.714
2007,New Hampshire,33,NH,58814,.356,.097,.439,.043,4.734,1.846,1.132,.736
2008,New Hampshire,33,NH,59880,.357,.095,.451,.044,4.701000000000001,1.844,1.176,.7020000000000001
2009,New Hampshire,33,NH,65503,.358,.094,.444,.079,4.66,1.842,1.221,.712
2010,New Hampshire,33,NH,63812,.359,.094,.442,.066,4.632,1.837,1.265,.6760000000000001
2011,New Hampshire,33,NH,66065,.359,.093,.441,.052,4.624,1.831,1.305,.667
2012,New Hampshire,33,NH,62360,.357,.094,.452,.062,4.643,1.799,1.328,.6800000000000001
2013,New Hampshire,33,NH,62568,.357,.094,.438,.06,4.65,1.79,1.326,.7030000000000001
2014,New Hampshire,33,NH,61871,.356,.094,.448,.051,4.677000000000001,1.774,1.323,.728
1980,New Jersey,34,NJ,40961,.312,.054,.385,.073,4.303,1.612,.452,.5650000000000001
1981,New Jersey,34,NJ,40234,.313,.054,.381,.086,4.321,1.612,.467,.5540000000000001
1982,New Jersey,34,NJ,41903,.315,.054,.368,.092,4.345,1.611,.48,.5740000000000001
1983,New Jersey,34,NJ,42444,.318,.052,.39,.091,4.402,1.609,.501,.587
1984,New Jersey,34,NJ,43862,.321,.051,.398,.075,4.461,1.617,.53,.618
1985,New Jersey,34,NJ,45320,.322,.05,.411,.071,4.520000000000001,1.62,.5610000000000001,.581
1986,New Jersey,34,NJ,48237,.323,.05,.382,.051,4.562,1.624,.583,.61
1987,New Jersey,34,NJ,48982,.323,.05,.392,.044,4.565,1.628,.607,.627
1988,New Jersey,34,NJ,48115,.322,.051,.41,.042,4.539,1.642,.629,.635
1989,New Jersey,34,NJ,48938,.322,.052,.424,.036,4.511,1.652,.648,.662
1990,New Jersey,34,NJ,49696,.322,.054,.424,.048,4.568000000000001,1.666,.674,.6860000000000001
1991,New Jersey,34,NJ,49295,.323,.054,.437,.072,4.643,1.681,.709,.6890000000000001
1992,New Jersey,34,NJ,49611,.325,.054,.427,.077,4.744,1.705,.742,.6840000000000001
1993,New Jersey,34,NJ,50694,.328,.054,.424,.088,4.844,1.731,.772,.7000000000000001
1994,New Jersey,34,NJ,51251,.334,.055,.44,.082,4.999,1.769,.8,.705
1995,New Jersey,34,NJ,52338,.343,.056,.431,.066,5.068000000000001,1.814,.8210000000000001,.709
1996,New Jersey,34,NJ,53849,.354,.057,.428,.07,5.104,1.869,.838,.7010000000000001
1997,New Jersey,34,NJ,54372,.363,.059,.417,.061,5.183,1.92,.854,.658
1998,New Jersey,34,NJ,58371,.373,.06,.431,.056,5.305,1.969,.871,.639
1999,New Jersey,34,NJ,59355,.383,.062,.443,.053,5.377,2.004,.886,.705
2000,New Jersey,34,NJ,59456,.39,.064,.434,.035,5.477,2.026,.906,.704
2001,New Jersey,34,NJ,62913,.395,.066,.418,.04,5.625,2.041,.9270000000000001,.63
2002,New Jersey,34,NJ,67243,.4,.069,.434,.066,5.729,2.061,.9480000000000001,.61
2003,New Jersey,34,NJ,67933,.404,.072,.443,.06,5.791,2.072,.981,.6790000000000001
2004,New Jersey,34,NJ,66182,.406,.074,.431,.055,5.895000000000001,2.084,1.011,.674
2005,New Jersey,34,NJ,66446,.407,.075,.424,.045,5.971,2.102,1.034,.6910000000000001
2006,New Jersey,34,NJ,65838,.409,.076,.409,.057,6.018,2.138,1.045,.663
2007,New Jersey,34,NJ,69638,.411,.075,.432,.052,6.065,2.162,1.06,.654
2008,New Jersey,34,NJ,63786,.413,.075,.47,.049,6.139,2.186,1.062,.716
2009,New Jersey,34,NJ,69631,.413,.075,.455,.082,6.167,2.212,1.085,.654
2010,New Jersey,34,NJ,69550,.413,.075,.429,.106,6.194,2.236,1.107,.67
2011,New Jersey,34,NJ,66570,.413,.075,.441,.101,6.222,2.238,1.157,.6990000000000001
2012,New Jersey,34,NJ,67621,.411,.079,.459,.088,6.22,2.239,1.208,.675
2013,New Jersey,34,NJ,66471,.411,.081,.456,.09,6.213,2.242,1.24,.729
2014,New Jersey,34,NJ,65408,.41,.083,.434,.068,6.201000000000001,2.241,1.267,.713
1980,New Mexico,35,NM,35308,.316,.051,.346,.077,4.432,1.577,.47,.5720000000000001
1981,New Mexico,35,NM,35410,.317,.052,.367,.1,4.415,1.587,.479,.635
1982,New Mexico,35,NM,38328,.319,.053,.372,.098,4.447,1.599,.49,.602
1983,New Mexico,35,NM,37354,.322,.054,.397,.121,4.528000000000001,1.615,.522,.623
1984,New Mexico,35,NM,37824,.328,.053,.414,.091,4.649,1.654,.543,.653
1985,New Mexico,35,NM,39712,.333,.051,.382,.096,4.776,1.703,.5610000000000001,.62
1986,New Mexico,35,NM,39587,.336,.05,.356,.093,4.898,1.747,.5700000000000001,.6970000000000001
1987,New Mexico,35,NM,37886,.337,.048,.363,.084,4.978,1.784,.5720000000000001,.6940000000000001
1988,New Mexico,35,NM,36600,.336,.046,.419,.105,4.947,1.812,.5640000000000001,.674
1989,New Mexico,35,NM,35306,.334,.044,.414,.072,4.932,1.812,.5560000000000001,.705
1990,New Mexico,35,NM,36562,.332,.041,.417,.065,4.912,1.793,.5640000000000001,.6880000000000001
1991,New Mexico,35,NM,36446,.331,.039,.405,.083,4.898,1.769,.58,.635
1992,New Mexico,35,NM,36695,.331,.038,.406,.084,4.884,1.74,.596,.711
1993,New Mexico,35,NM,40104,.333,.038,.416,.089,4.9,1.716,.609,.6810000000000001
1994,New Mexico,35,NM,39589,.336,.041,.4,.059,4.907,1.71,.622,.739
1995,New Mexico,35,NM,36167,.34,.044,.429,.079,4.914,1.704,.619,.768
1996,New Mexico,35,NM,38094,.344,.047,.437,.087,4.921,1.699,.62,.7000000000000001
1997,New Mexico,35,NM,37763,.347,.049,.411,.076,4.874,1.685,.622,.739
1998,New Mexico,35,NM,40142,.349,.049,.408,.063,4.826000000000001,1.705,.629,.727
1999,New Mexico,35,NM,41666,.35,.048,.389,.059,4.755,1.725,.636,.7010000000000001
2000,New Mexico,35,NM,41204,.352,.046,.441,.055,4.685000000000001,1.745,.643,.721
2001,New Mexico,35,NM,41109,.353,.047,.436,.051,4.698,1.775,.647,.7030000000000001
2002,New Mexico,35,NM,43169,.357,.047,.421,.056,4.799,1.834,.654,.729
2003,New Mexico,35,NM,45127,.363,.049,.439,.061,4.867,1.912,.66,.794
2004,New Mexico,35,NM,45967,.369,.051,.448,.049,5.041,1.985,.668,.635
2005,New Mexico,35,NM,45280,.375,.053,.427,.06,5.215,2.03,.6870000000000001,.726
2006,New Mexico,35,NM,45527,.381,.054,.448,.031,5.306,2.071,.707,.6960000000000001
2007,New Mexico,35,NM,50213,.385,.056,.453,.045,5.332,2.071,.725,.6970000000000001
2008,New Mexico,35,NM,51961,.384,.057,.455,.052,5.422,2.017,.757,.6790000000000001
2009,New Mexico,35,NM,52590,.382,.06,.455,.074,5.447,1.964,.796,.757
2010,New Mexico,35,NM,50682,.378,.063,.472,.099,5.438,1.949,.8300000000000001,.6930000000000001
2011,New Mexico,35,NM,52261,.375,.067,.448,.069,5.484,1.94,.864,.734
2012,New Mexico,35,NM,53433,.371,.066,.453,.067,5.507,1.958,.894,.785
2013,New Mexico,35,NM,54587,.37,.067,.449,.065,5.521,1.969,.909,.735
2014,New Mexico,35,NM,48035,.369,.066,.437,.081,5.502,1.989,.916,.789
1980,New York,36,NY,38510,.301,.039,.373,.071,4.026,1.532,.469,.628
1981,New York,36,NY,39305,.303,.039,.373,.085,4.069,1.531,.481,.639
1982,New York,36,NY,40240,.304,.039,.371,.09,4.133,1.538,.498,.635
1983,New York,36,NY,40758,.309,.039,.389,.098,4.216,1.545,.532,.66
1984,New York,36,NY,41513,.313,.039,.391,.08,4.305,1.557,.5610000000000001,.656
1985,New York,36,NY,42830,.317,.039,.405,.076,4.374,1.577,.583,.655
1986,New York,36,NY,45150,.321,.04,.403,.074,4.444,1.597,.605,.658
1987,New York,36,NY,46107,.324,.041,.408,.054,4.475000000000001,1.607,.617,.6940000000000001
1988,New York,36,NY,44668,.323,.041,.424,.044,4.537,1.613,.623,.706
1989,New York,36,NY,45369,.324,.041,.414,.048,4.589,1.629,.624,.6950000000000001
1990,New York,36,NY,46375,.323,.04,.413,.054,4.639,1.636,.643,.716
1991,New York,36,NY,44654,.323,.039,.42,.072,4.682,1.653,.674,.749
1992,New York,36,NY,46843,.323,.038,.447,.083,4.756,1.674,.705,.747
1993,New York,36,NY,46655,.326,.037,.47,.081,4.816,1.703,.736,.745
1994,New York,36,NY,46967,.338,.037,.459,.084,4.876,1.732,.767,.761
1995,New York,36,NY,47489,.352,.037,.449,.072,4.95,1.779,.785,.774
1996,New York,36,NY,50460,.365,.037,.44,.077,5.019,1.821,.789,.733
1997,New York,36,NY,51120,.378,.036,.445,.074,5.057,1.873,.795,.714
1998,New York,36,NY,54281,.388,.036,.449,.069,5.109,1.926,.8060000000000001,.752
1999,New York,36,NY,52274,.39,.036,.447,.057,5.181,1.966,.8170000000000001,.774
2000,New York,36,NY,54013,.391,.037,.454,.05,5.238,1.989,.8260000000000001,.72
2001,New York,36,NY,56029,.392,.037,.45,.047,5.32,2.006,.835,.724
2002,New York,36,NY,59346,.394,.037,.445,.065,5.41,2.011,.849,.669
2003,New York,36,NY,56077,.396,.039,.46,.063,5.482,2.008,.86,.6860000000000001
2004,New York,36,NY,58197,.398,.041,.465,.069,5.536000000000001,2.007,.883,.747
2005,New York,36,NY,59205,.4,.043,.459,.051,5.59,2.011,.909,.71
2006,New York,36,NY,58486,.401,.045,.449,.053,5.604,2.015,.9350000000000001,.765
2007,New York,36,NY,60301,.4,.047,.462,.043,5.607,2.016,.9580000000000001,.708
2008,New York,36,NY,57117,.399,.048,.466,.054,5.593,2.018,.992,.747
2009,New York,36,NY,58841,.398,.049,.47,.078,5.579,2.023,1.021,.727
2010,New York,36,NY,59853,.396,.049,.484,.092,5.522,2.02,1.056,.778
2011,New York,36,NY,58835,.395,.049,.476,.078,5.457,2.021,1.111,.717
2012,New York,36,NY,59153,.395,.049,.464,.084,5.393,2.019,1.168,.763
2013,New York,36,NY,61001,.394,.049,.458,.078,5.353,2.02,1.195,.755
2014,New York,36,NY,60121,.394,.048,.474,.072,5.285,2.016,1.226,.78
1980,North Carolina,37,NC,31967,.312,.03,.399,.071,3.995,1.681,.396,.5680000000000001
1981,North Carolina,37,NC,32089,.311,.03,.406,.068,4.057,1.68,.394,.606
1982,North Carolina,37,NC,32483,.312,.031,.413,.087,4.107,1.68,.393,.648
1983,North Carolina,37,NC,33568,.314,.031,.443,.11,4.18,1.676,.395,.595
1984,North Carolina,37,NC,33554,.317,.032,.437,.065,4.253,1.677,.402,.613
1985,North Carolina,37,NC,35641,.319,.032,.427,.064,4.295,1.667,.411,.623
1986,North Carolina,37,NC,36043,.321,.033,.421,.058,4.308,1.656,.423,.612
1987,North Carolina,37,NC,35668,.322,.033,.457,.048,4.296,1.646,.436,.66
1988,North Carolina,37,NC,35247,.322,.034,.454,.04,4.291,1.652,.442,.652
1989,North Carolina,37,NC,36212,.321,.034,.44,.032,4.272,1.667,.455,.6780000000000001
1990,North Carolina,37,NC,36290,.321,.035,.442,.035,4.266,1.692,.469,.6980000000000001
1991,North Carolina,37,NC,36360,.322,.035,.45,.055,4.261,1.735,.492,.6920000000000001
1992,North Carolina,37,NC,36809,.324,.036,.473,.061,4.281,1.781,.516,.6870000000000001
1993,North Carolina,37,NC,38183,.329,.037,.475,.055,4.301,1.812,.543,.6980000000000001
1994,North Carolina,37,NC,38556,.336,.039,.477,.042,4.358,1.851,.5720000000000001,.714
1995,North Carolina,37,NC,40372,.346,.041,.464,.041,4.432,1.899,.602,.6870000000000001
1996,North Carolina,37,NC,41305,.354,.044,.479,.041,4.506,1.931,.622,.655
1997,North Carolina,37,NC,43598,.363,.044,.455,.03,4.567,1.959,.641,.6780000000000001
1998,North Carolina,37,NC,46254,.368,.045,.446,.035,4.621,1.989,.659,.67
1999,North Carolina,37,NC,46307,.371,.043,.46,.032,4.682,2.028,.669,.646
2000,North Carolina,37,NC,46012,.372,.041,.458,.032,4.713,2.059,.6760000000000001,.707
2001,North Carolina,37,NC,44186,.374,.039,.478,.05,4.763,2.092,.6800000000000001,.727
2002,North Carolina,37,NC,48060,.376,.037,.461,.076,4.813,2.125,.6860000000000001,.6970000000000001
2003,North Carolina,37,NC,49250,.378,.037,.464,.079,4.882,2.155,.6960000000000001,.668
2004,North Carolina,37,NC,48595,.379,.038,.445,.05,4.901,2.157,.706,.672
2005,North Carolina,37,NC,49355,.381,.039,.454,.055,4.92,2.159,.724,.6960000000000001
2006,North Carolina,37,NC,48139,.381,.041,.456,.048,4.94,2.142,.758,.6910000000000001
2007,North Carolina,37,NC,48442,.38,.043,.448,.047,4.96,2.123,.793,.672
2008,North Carolina,37,NC,46983,.378,.045,.447,.052,4.96,2.104,.8260000000000001,.737
2009,North Carolina,37,NC,49312,.376,.046,.46,.1,4.98,2.088,.869,.6980000000000001
2010,North Carolina,37,NC,51030,.374,.047,.473,.1,5.035,2.063,.906,.718
2011,North Carolina,37,NC,49231,.372,.049,.488,.108,5.091,2.034,.925,.6920000000000001
2012,North Carolina,37,NC,52060,.37,.051,.464,.091,5.126,2.007,.9420000000000001,.6840000000000001
2013,North Carolina,37,NC,48849,.369,.051,.451,.098,5.158,1.991,.9530000000000001,.758
2014,North Carolina,37,NC,48734,.369,.052,.472,.074,5.21,1.965,.9560000000000001,.728
1980,North Dakota,38,ND,34916,.312,.02,.365,.048,4.184,1.5,.5580000000000001,.598
1981,North Dakota,38,ND,36294,.313,.021,.365,.078,4.271,1.503,.5740000000000001,.545
1982,North Dakota,38,ND,40141,.313,.021,.359,.059,4.324,1.505,.588,.531
1983,North Dakota,38,ND,39852,.315,.022,.364,.063,4.419000000000001,1.507,.617,.548
1984,North Dakota,38,ND,39151,.314,.021,.35,.045,4.453,1.509,.635,.594
1985,North Dakota,38,ND,36520,.313,.02,.36,.072,4.412,1.506,.654,.593
1986,North Dakota,38,ND,37938,.312,.019,.381,.08,4.371,1.501,.673,.589
1987,North Dakota,38,ND,38679,.312,.017,.386,.067,4.33,1.497,.6910000000000001,.637
1988,North Dakota,38,ND,36223,.312,.016,.408,.045,4.327,1.501,.711,.624
1989,North Dakota,38,ND,36185,.313,.015,.42,.051,4.338,1.508,.739,.62
1990,North Dakota,38,ND,34766,.317,.014,.395,.059,4.353,1.518,.753,.671
1991,North Dakota,38,ND,36067,.321,.014,.473,.043,4.368,1.522,.767,.615
1992,North Dakota,38,ND,34462,.324,.015,.451,.063,4.387000000000001,1.527,.777,.656
1993,North Dakota,38,ND,35248,.328,.016,.451,.061,4.406,1.523,.786,.6760000000000001
1994,North Dakota,38,ND,35766,.331,.018,.44,.067,4.415,1.539,.786,.629
1995,North Dakota,38,ND,36013,.331,.021,.467,.039,4.418,1.555,.785,.617
1996,North Dakota,38,ND,39112,.331,.024,.446,.039,4.423,1.575,.785,.62
1997,North Dakota,38,ND,36707,.329,.025,.455,.034,4.372,1.588,.788,.6830000000000001
1998,North Dakota,38,ND,37759,.33,.027,.47,.049,4.321,1.601,.8190000000000001,.589
1999,North Dakota,38,ND,39433,.328,.028,.481,.05,4.261,1.593,.852,.651
2000,North Dakota,38,ND,37915,.326,.028,.487,.031,4.176,1.585,.886,.728
2001,North Dakota,38,ND,42116,.324,.029,.478,.034,4.091,1.577,.919,.6860000000000001
2002,North Dakota,38,ND,44352,.326,.031,.453,.05,4.058,1.596,.9500000000000001,.71
2003,North Dakota,38,ND,43177,.326,.033,.45,.057,4.025,1.619,.967,.6940000000000001
2004,North Dakota,38,ND,42739,.329,.035,.454,.045,4,1.643,.984,.728
2005,North Dakota,38,ND,46809,.333,.037,.449,.049,4,1.666,1.002,.737
2006,North Dakota,38,ND,43934,.336,.038,.474,.049,4.033,1.678,1.029,.743
2007,North Dakota,38,ND,44856,.338,.039,.479,.041,4.067,1.67,1.061,.6910000000000001
2008,North Dakota,38,ND,44500,.341,.04,.507,.033,4.087,1.651,1.087,.6950000000000001
2009,North Dakota,38,ND,46637,.343,.042,.456,.051,4.12,1.639,1.111,.663
2010,North Dakota,38,ND,48779,.345,.044,.467,.047,4.17,1.616,1.131,.6770000000000001
